pmid,title,authors,journal,pub_date,abstract,doi,pmid_link,pmcid,pmcid_link
27220210,Galápagos mockingbirds tolerate introduced parasites that affect Darwin's finches.,"['Sarah A Knutie', 'Jeb P Owen', 'Sabrina M McNew', 'Andrew W Bartlow', 'Elena Arriero', 'Jordan M Herman', 'Emily DiBlasi', 'Michael Thompson', 'Jennifer A H Koop', 'Dale H Clayton']",Ecology,,"Introduced parasites threaten native host species that lack effective defenses. Such parasites increase the risk of extinction, particularly in small host populations like those on islands. If some host species are tolerant to introduced parasites, this could amplify the risk of the parasite to vulnerable host species. Recently, the introduced parasitic nest fly Philornis downsi has been implicated in the decline of Darwin's finch populations in the Galápagos Islands. In some years, 100% of finch nests fail due to P. downsi; however, other common host species nesting near Darwin's finches, such as the endemic Galápagos mockingbird (Mimus parvulus), appear to be less affected by P. downsi. We compared effects of P. downsi on mockingbirds and medium ground finches (Geospiza fortis) on Santa Cruz Island in the Galápagos. We experimentally manipulated the abundance of P. downsi in nests of mockingbirds and finches to measure the direct effect of the parasite on the reproductive success of each species of host. We also compared immunological and behavioral responses by each species of host to the fly. Although nests of the two host species had similar parasite densities, flies decreased the fitness of finches but not mockingbirds. Neither host species had a significant antibody-mediated immune response to P. downsi. Moreover, finches showed no significant increase in begging, parental provisioning, or plasma glucose levels in response to the flies. In contrast, parasitized mockingbird nestlings begged more than nonparasitized mockingbird nestlings. Greater begging was correlated with increased parental provisioning behavior, which appeared to compensate for parasite damage. The results of our study suggest that finches are negatively affected by P. downsi because they do not have such behavioral mechanisms for energy compensation. In contrast, mockingbirds are capable of compensation, making them tolerant hosts, and a possible indirect threat to Darwin's finches.",,https://pubmed.ncbi.nlm.nih.gov/27220210/,,
27102486,A beak size locus in Darwin's finches facilitated character displacement during a drought.,"['Sangeet Lamichhaney', 'Fan Han', 'Jonas Berglund', 'Chao Wang', 'Markus Sällman Almén', 'Matthew T Webster', 'B Rosemary Grant', 'Peter R Grant', 'Leif Andersson']",Science,,"Ecological character displacement is a process of morphological divergence that reduces competition for limited resources. We used genomic analysis to investigate the genetic basis of a documented character displacement event in Darwin's finches on Daphne Major in the Galápagos Islands: The medium ground finch diverged from its competitor, the large ground finch, during a severe drought. We discovered a genomic region containing the HMGA2 gene that varies systematically among Darwin's finch species with different beak sizes. Two haplotypes that diverged early in the radiation were involved in the character displacement event: Genotypes associated with large beak size were at a strong selective disadvantage in medium ground finches (selection coefficient s = 0.59). Thus, a major locus has apparently facilitated a rapid ecological diversification in the adaptive radiation of Darwin's finches.",,https://pubmed.ncbi.nlm.nih.gov/27102486/,,
28792593,Galápagos mockingbirds tolerate introduced parasites that affect Darwin's finches.,"['Sarah A Knutie', 'Jeb P Owen', 'Sabrina M McNew', 'Andrew W Bartlow', 'Elena Arriero', 'Jordan M Herman', 'Emily DiBlasi', 'Michael Thompson', 'Jennifer A H Koop', 'Dale H Clayton']",Ecology,,"Introduced parasites threaten native host species that lack effective defenses. Such parasites increase the risk of extinction, particularly in small host populations like those on islands. If some host species are tolerant to introduced parasites, this could amplify the risk of the parasite to vulnerable host species. Recently, the introduced parasitic nest fly Philornis downsi has been implicated in the decline of Darwin's finch populations in the Galápagos Islands. In some years, 100% of finch nests fail due to P. downsi; however, other common host species nesting near Darwin's finches, such as the endemic Galápagos mockingbird (Mimus parvulus), appear to be less affected by P. downsi. We compared effects of P. downsi on mockingbirds and medium ground finches (Geospiza fortis) on Santa Cruz Island in the Galápagos. We experimentally manipulated the abundance of P. downsi in nests of mockingbirds and finches to measure the direct effect of the parasite on the reproductive success of each species of host. We also compared immunological and behavioral responses by each species of host to the fly. Although nests of the two host species had similar parasite densities, flies decreased the fitness of finches but not mockingbirds. Neither host species had a significant antibody-mediated immune response to P. downsi. Moreover, finches showed no significant increase in begging, parental provisioning, or plasma glucose levels in response to the flies. In contrast, parasitized mockingbird nestlings begged more than nonparasitized mockingbird nestlings. Greater begging was correlated with increased parental provisioning behavior, which appeared to compensate for parasite damage. The results of our study suggest that finches are negatively affected by P. downsi because they do not have such behavioral mechanisms for energy compensation. In contrast, mockingbirds are capable of compensation, making them tolerant hosts, and a possible indirect threat to Darwin's finches.",,https://pubmed.ncbi.nlm.nih.gov/28792593/,,
26606649,Adaptive radiation of Darwin's finches revisited using whole genome sequencing.,"['Markus Sällman Almén', 'Sangeet Lamichhaney', 'Jonas Berglund', 'B Rosemary Grant', 'Peter R Grant', 'Matthew T Webster', 'Leif Andersson']","BioEssays : news and reviews in molecular, cellular and developmental biology",,"We recently used genome sequencing to study the evolutionary history of the Darwin's finches. A prominent feature of our data was that different polymorphic sites in the genome tended to indicate different genetic relationships among these closely related species. Such patterns are expected in recently diverged genomes as a result of incomplete lineage sorting. However, we uncovered conclusive evidence that these patterns have also been influenced by interspecies hybridisation, a process that has likely played an important role in the radiation of Darwin's finches. A major discovery was that segregation of two haplotypes at the ALX1 locus underlies variation in beak shape among the Darwin's finches, and that differences between the two haplotypes in a 240 kb region in blunt and pointed beaked birds involve both coding and regulatory changes. As we review herein, the evolution of such adaptive haplotypes comprising multiple causal changes appears to be an important mechanism contributing to the evolution of biodiversity.",,https://pubmed.ncbi.nlm.nih.gov/26606649/,,
26294189,Evolution: Anti-speciation in Walking Sticks.,['Sean M Rogers'],Current biology : CB,,The interplay between selection and genetic exchange at a color locus between populations of Timema walking sticks acts as an anti-speciation phenotype. This actively counteracts speciation and offers a general mechanism to explain the porous nature of species boundaries.,,https://pubmed.ncbi.nlm.nih.gov/26294189/,,
26200327,Divergence and gene flow among Darwin's finches: A genome-wide view of adaptive radiation driven by interspecies allele sharing.,"['Daniela H Palmer', 'Marcus R Kronforst']","BioEssays : news and reviews in molecular, cellular and developmental biology",,"A recent analysis of the genomes of Darwin's finches revealed extensive interspecies allele sharing throughout the history of the radiation and identified a key locus responsible for morphological evolution in this group. The radiation of Darwin's finches on the Galápagos archipelago has long been regarded as an iconic study system for field ecology and evolutionary biology. Coupled with an extensive history of field work, these latest findings affirm the increasing acceptance of introgressive hybridization, or gene flow between species, as a significant contributor to adaptive evolution. Here, we review and discuss these findings in relation to both classical work on Darwin's finches and contemporary work showing similar evolutionary signatures in other biological systems. The continued unification of genomic data with field biology promises to further elucidate the molecular basis of adaptation in Darwin's finches and well beyond.",,https://pubmed.ncbi.nlm.nih.gov/26200327/,PMC4659394,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4659394/
26068929,Is Beak Morphology in Darwin's Finches Tuned to Loading Demands?,"['Joris Soons', 'Annelies Genbrugge', 'Jeffrey Podos', 'Dominique Adriaens', 'Peter Aerts', 'Joris Dirckx', 'Anthony Herrel']",PloS one,,"One of nature's premier illustrations of adaptive evolution concerns the tight correspondence in birds between beak morphology and feeding behavior. In seed-crushing birds, beaks have been suggested to evolve at least in part to avoid fracture. Yet, we know little about mechanical relationships between beak shape, stress dissipation, and fracture avoidance. This study tests these relationships for Darwin's finches, a clade of birds renowned for their diversity in beak form and function. We obtained anatomical data from micro-CT scans and dissections, which in turn informed the construction of finite element models of the bony beak and rhamphotheca. Our models offer two new insights. First, engineering safety factors are found to range between 1 and 2.5 under natural loading conditions, with the lowest safety factors being observed in species with the highest bite forces. Second, size-scaled finite element (FE) models reveal a correspondence between inferred beak loading profiles and observed feeding strategies (e.g. edge-crushing versus tip-biting), with safety factors decreasing for base-crushers biting at the beak tip. Additionally, we identify significant correlations between safety factors, keratin thickness at bite locations, and beak aspect ratio (depth versus length). These lines of evidence together suggest that beak shape indeed evolves to resist feeding forces.",,https://pubmed.ncbi.nlm.nih.gov/26068929/,PMC4466803,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4466803/
25925097,Homoploid hybrid speciation and genome evolution via chromosome sorting.,"['Vladimir A Lukhtanov', 'Nazar A Shapoval', 'Boris A Anokhin', 'Alsu F Saifitdinova', 'Valentina G Kuznetsova']",Proceedings. Biological sciences,,"Genomes of numerous diploid plant and animal species possess traces of interspecific crosses, and many researches consider them as support for homoploid hybrid speciation (HHS), a process by which a new reproductively isolated species arises through hybridization and combination of parts of the parental genomes, but without an increase in ploidy. However, convincing evidence for a creative role of hybridization in the origin of reproductive isolation between hybrid and parental forms is extremely limited. Here, through studying Agrodiaetus butterflies, we provide proof of a previously unknown mode of HHS based on the formation of post-zygotic reproductive isolation via hybridization of chromosomally divergent parental species and subsequent fixation of a novel combination of chromosome fusions/fissions in hybrid descendants. We show that meiotic segregation, operating in the hybrid lineage, resulted in the formation of a new diploid genome, drastically rearranged in terms of chromosome number. We also demonstrate that during the heterozygous stage of the hybrid species formation, recombination was limited between rearranged chromosomes of different parental origin, representing evidence that the reproductive isolation was a direct consequence of hybridization.",,https://pubmed.ncbi.nlm.nih.gov/25925097/,PMC4424644,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4424644/
25735539,Differentially expressed genes match bill morphology and plumage despite largely undifferentiated genomes in a Holarctic songbird.,"['Nicholas A Mason', 'Scott A Taylor']",Molecular ecology,,"Understanding the patterns and processes that contribute to phenotypic diversity and speciation is a central goal of evolutionary biology. Recently, high-throughput sequencing has provided unprecedented phylogenetic resolution in many lineages that have experienced rapid diversification. The Holarctic redpoll finches (Genus: Acanthis) provide an intriguing example of a recent, phenotypically diverse lineage; traditional sequencing and genotyping methods have failed to detect any genetic differences between currently recognized species, despite marked variation in plumage and morphology within the genus. We examined variation among 20 712 anonymous single nucleotide polymorphisms (SNPs) distributed throughout the redpoll genome in combination with 215 825 SNPs within the redpoll transcriptome, gene expression data and ecological niche modelling to evaluate genetic and ecological differentiation among currently recognized species. Expanding upon previous findings, we present evidence of (i) largely undifferentiated genomes among currently recognized species; (ii) substantial niche overlap across the North American Acanthis range; and (iii) a strong relationship between polygenic patterns of gene expression and continuous phenotypic variation within a sample of redpolls from North America. The patterns we report may be caused by high levels of ongoing gene flow between polymorphic populations, incomplete lineage sorting accompanying very recent or ongoing divergence, variation in cis-regulatory elements, or phenotypic plasticity, but do not support a scenario of prolonged isolation and subsequent secondary contact. Together, these findings highlight ongoing theoretical and computational challenges presented by recent, rapid bouts of phenotypic diversification and provide new insight into the evolutionary dynamics of an intriguing, understudied non-model system.",,https://pubmed.ncbi.nlm.nih.gov/25735539/,,
25040800,Sisyphean evolution in Darwin's finches.,"['Bailey D McKay', 'Robert M Zink']",Biological reviews of the Cambridge Philosophical Society,,"The trajectory of speciation involves geographic isolation of ancestral populations followed by divergence by natural selection, genetic drift or sexual selection. Once started, the process may experience fits and starts, as sometimes diverging populations intermittently reconnect. In theory populations might cycle between stages of differentiation and never attain species status, a process we refer to as Sisyphean evolution. We argue that the six putative ground finch species (genus Geospiza) of the Galápagos Islands represent a dramatic example of Sisyphean evolution that has been confused with the standard model of speciation. The dynamic environment of the Galápagos, closely spaced islands, and frequent dispersal and introgression have prevented the completion of the speciation process. We suggest that morphological clusters represent locally adapted ecomorphs, which might mimic, and have been confused with, species, but these ecomorphs do not form separate gene pools and are ephemeral in space and time. Thus the pattern of morphological, behavioural and genetic variation supports recognition of a single species of Geospiza, which we suggest should be recognized as Darwin's ground finch (Geospiza magnirostris). We argue that instead of providing an icon of insular speciation and adaptive radiation, which is featured in nearly every textbook on evolutionary biology, Darwin's ground finch represents a potentially more interesting phenomenon, one of transient morphs trapped in an unpredictable cycle of Sisyphean evolution. Instead of revealing details of the origin of species, the mechanisms underlying the transient occurrence of ecomorphs provide one of the best illustrations of the antagonistic effects of natural selection and introgression.",,https://pubmed.ncbi.nlm.nih.gov/25040800/,,
